scatcda01,New York Islanders,NYI
scatcda01,Vancouver Canucks,VAN
scatcda01,St. Louis Blues,STL
scevico01,Dallas Stars,DAL
scevida01,Chicago Blackhawks,CHI
scevida01,Chicago Black Hawks,CHI
schaebu01,Chicago Black Hawks,CHI
schaebu01,Chicago Blackhawks,CHI
schaejo01,New York Rangers,NYR
schaeno01,San Jose Sharks,SJS
schaepe01,Vancouver Canucks,VAN
schaepe01,Boston Bruins,BOS
schaepe01,Ottawa Senators,OTT
schafpa01,Boston Bruins,BOS
schamke01,Detroit Red Wings,DET
schamke01,Los Angeles Kings,LAK
scharte01,New York Golden Blades/Jersey Knights,NYJ
scharte01,New York Raiders,NRA
scharte01,Edmonton Oilers,EDO
scharte01,Indianapolis Racers,IND
scharte01,San Diego Mariners,SDM
schaspe01,Mighty Ducks of Anaheim,ANA
schaspe01,Ottawa Senators,OTT
scheima01,Winnipeg Jets,WPG
scheljo01,Vancouver Canucks,VAN
scheljo01,Houston Aeros,HOU
schenbr01,Philadelphia Flyers,PHI
schenbr01,Los Angeles Kings,LAK
schenlu01,Toronto Maple Leafs,TOR
scherch01,New York Rangers,NYR
scherch01,Boston Bruins,BOS
schinke01,Pittsburgh Penguins,PIT
schinke01,New York Rangers,NYR
schlebr01,Calgary Flames,CAL
schlebr01,Washington Capitals,WAS
schleda01,Phoenix Coyotes,PHO
schlian01,Vancouver Canucks,VAN
schmabo01,Edmonton Oilers,EDM
schmabo01,Chicago Blackhawks,CHI
schmabo01,Chicago Black Hawks,CHI
schmabo01,Boston Bruins,BOS
schmabo01,Colorado Rockies,COR
schmabo01,Vancouver Canucks,VAN
schmacl01,Buffalo Sabres,BUF
schmacl01,Philadelphia Flyers,PHI
schmich01,Los Angeles Kings,LAK
schmicl01,Boston Bruins,BOS
schmija01,Boston Bruins,BOS
schmimi01,Boston Bruins,BOS
schmino01,Pittsburgh Penguins,PIT
schmiot01,Boston Bruins,BOS
schnaro01,Nashville Predators,NAS
schnawe01,Boston Bruins,BOS
schnean01,Ottawa Senators,OTT
schnebu01,Birmingham Bulls,BIR
schneco01,Vancouver Canucks,VAN
schnema01,Detroit Red Wings,DET
schnema01,Phoenix Coyotes,PHO
schnema01,New York Rangers,NYR
schnema01,Vancouver Canucks,VAN
schnema01,Anaheim Ducks,AND
schnema01,Los Angeles Kings,LAK
schnema01,New York Islanders,NYI
schnema01,Montreal Canadiens,MTL
schnema01,Toronto Maple Leafs,TOR
schnema01,Atlanta Thrashers,ATL
schocda01,Boston Bruins,BOS
schocda01,Philadelphia Flyers,PHI
schocro01,St. Louis Blues,STL
schocro01,Buffalo Sabres,BUF
schocro01,Boston Bruins,BOS
schocro01,Pittsburgh Penguins,PIT
schoeji01,Detroit Red Wings,DET
schoeji01,Buffalo Sabres,BUF
schoeji01,Boston Bruins,BOS
schofdw01,Pittsburgh Penguins,PIT
schofdw01,Winnipeg Jets,WIN
schofdw01,Montreal Canadiens,MTL
schofdw01,Washington Capitals,WAS
schofdw01,Detroit Red Wings,DET
schofdw01,St. Louis Blues,STL
schraji01,Edmonton Oilers,EDO
schrero01,Atlanta Thrashers,ATL
schrero01,New York Islanders,NYI
schrero01,Edmonton Oilers,EDM
schrewa01,Minnesota North Stars,MNS
schrisw01,New York Americans,NYA
schrisw01,Toronto Maple Leafs,TOR
schubch01,Atlanta Thrashers,ATL
schubch01,Ottawa Senators,OTT
schulda01,Philadelphia Flyers,PHI
schulda01,Pittsburgh Penguins,PIT
schulda01,Los Angeles Kings,LAK
schulda01,Buffalo Sabres,BUF
schulje01,Vancouver Canucks,VAN
schulje02,Washington Capitals,WAS
schulni01,Edmonton Oilers,EDM
schulni01,Minnesota Wild,MIN
schulpa01,Quebec Nordiques,QUE
schulpa01,Calgary Flames,CAL
schulra01,New York Islanders,NYI
schurma01,Hartford Whalers,HAR
schutro01,Toronto Maple Leafs,TOR
schutro01,Pittsburgh Penguins,PIT
schutro01,Montreal Canadiens,MTL
schwaco01,New Jersey Devils,NJD
schwaco01,Vancouver Canucks,VAN
schwaco01,Tampa Bay Lightning,TBL
schwaco01,Toronto Maple Leafs,TOR
schwaja01,St. Louis Blues,STL
schwama01,St. Louis Blues,STL
scisssc01,New York Islanders,NYI
sclisen01,Chicago Blackhawks,CHI
sclisen01,Chicago Black Hawks,CHI
sclisen01,Detroit Red Wings,DET
scottga01,Hamilton Tigers,HAM
scottga01,Toronto St. Patricks,TRS
scottga01,Saskatoon Sheiks,SAS
scottga01,Edmonton Eskimos,EDE
scottga01,Montreal Maroons,MTM
scottha01,Toronto Ontarios,TOO
scottha01,Toronto Ontarios/Shamrocks,TOO
scottha01,Montreal Canadiens,MOC
scottjo01,New York Rangers,NYR
scottjo01,Chicago Blackhawks,CHI
scottjo01,Chicago Black Hawks,CHI
scottjo01,Minnesota Wild,MIN
scottla01,Saskatoon Crescents,SAC
scottla01,Saskatoon Sheiks,SAS
scottla01,New York Rangers,NYR
scottla01,New York Americans,NYA
scottri01,New York Rangers,NYR
scottro01,New York Rangers,NYR
scottro01,Los Angeles Kings,LAK
scotttr01,Los Angeles Kings,LAK
scovida01,Columbus Blue Jackets,CBS
scovida01,Calgary Flames,CAL
scremcl01,San Jose Sharks,SJS
scrivbe01,Toronto Maple Leafs,TOR
scrutho01,Los Angeles Kings,LAK
scudero01,Los Angeles Kings,LAK
scudero01,Pittsburgh Penguins,PIT
seaboji01,Vancouver Millionaires,VML
seabrbr01,Chicago Blackhawks,CHI
seabrbr01,Chicago Black Hawks,CHI
seabrgl01,Philadelphia Flyers,PHI
secoral01,Chicago Black Hawks,CHI
secoral01,Boston Bruins,BOS
secoral01,Chicago Blackhawks,CHI
secoral01,Toronto Maple Leafs,TOR
secoral01,Philadelphia Flyers,PHI
sedinda01,Vancouver Canucks,VAN
sedinhe01,Vancouver Canucks,VAN
sedlbro01,Chicago Blackhawks,CHI
sedlbro01,Chicago Black Hawks,CHI
sedlbro01,Vancouver Canucks,VAN
sedlbro01,Toronto Maple Leafs,TOR
seftest01,Washington Capitals,WAS
segalbr01,Los Angeles Kings,LAK
segalbr01,Tampa Bay Lightning,TBL
segalbr01,Dallas Stars,DAL
seguida01,Vancouver Canucks,VAN
seguida01,Minnesota North Stars,MNS
seguipa01,Les Canadiens,LES
seguist01,Los Angeles Kings,LAK
seguity01,Boston Bruins,BOS
seibeea01,Chicago Blackhawks,CHI
seibeea01,Chicago Black Hawks,CHI
seibeea01,New York Rangers,NYR
seibeea01,Detroit Red Wings,DET
seidede01,Boston Bruins,BOS
seidede01,Carolina Hurricanes,CAR
seidede01,Phoenix Coyotes,PHO
seidede01,Philadelphia Flyers,PHI
seidede01,Florida Panthers,FLO
seiliri01,Buffalo Sabres,BUF
seiliri01,Detroit Red Wings,DET
seiliro01,Washington Capitals,WAS
seiliro01,New York Rangers,NYR
seiliro01,St. Louis Blues,STL
seiliro01,Toronto Maple Leafs,TOR
seiliro01,Atlanta Flames,ATF
sejbaji01,Buffalo Sabres,BUF
sejnape01,St. Louis Blues,STL
sekeran01,Buffalo Sabres,BUF
sekerlu01,Dallas Stars,DAL
sekerlu01,Minnesota Wild,MIN
selante01,Winnipeg Jets,WIN
selante01,San Jose Sharks,SJS
selante01,Anaheim Ducks,AND
selante01,Colorado Avalanche,COL
selante01,Mighty Ducks of Anaheim,ANA
selbybr01,New England Whalers,NEW
selbybr01,Toronto Maple Leafs,TOR
selbybr01,St. Louis Blues,STL
selbybr01,Quebec Nordiques,QUN
selbybr01,Toronto Toros,TOT
selbybr01,Philadelphia Flyers,PHI
selfst01,Washington Capitals,WAS
selival01,Columbus Blue Jackets,CBS
selival01,Edmonton Oilers,EDM
selival01,Tampa Bay Lightning,TBL
sellalu01,Atlanta Thrashers,ATL
selmsse01,Columbus Blue Jackets,CBS
selwobr01,Los Angeles Kings,LAK
selwobr01,Toronto Maple Leafs,TOR
selwobr01,New England Whalers,NEW
semakal01,New Jersey Devils,NJD
semakal01,Tampa Bay Lightning,TBL
semakal01,New York Islanders,NYI
semakal01,Vancouver Canucks,VAN
semchbr01,Los Angeles Kings,LAK
semenal01,Florida Panthers,FLO
semenal01,Edmonton Oilers,EDM
semenal01,San Jose Sharks,SJS
semenan01,Edmonton Oilers,EDM
semenan01,Tampa Bay Lightning,TBL
semenan01,Mighty Ducks of Anaheim,ANA
semenan01,Vancouver Canucks,VAN
semenan01,Philadelphia Flyers,PHI
semenan01,Buffalo Sabres,BUF
semenda01,Edmonton Oilers,EDO
semenda01,Edmonton Oilers,EDM
semenda01,Toronto Maple Leafs,TOR
semenda01,Hartford Whalers,HAR
seminal01,Washington Capitals,WAS
semjovl01,Soviet All Stars,SOV
senicge01,New York Rangers,NYR
sentedi01,Toronto Toros,TOT
sentedi01,Calgary Cowboys,CAC
sentedi01,Ottawa Nationals,OTN
sentedi01,San Diego Mariners,SDM
seppajy01,Winnipeg Jets,WIN
serafro01,Cincinnati Stingers,CIN
serafro01,California Golden Seals,CLF
serowje01,Pittsburgh Penguins,PIT
serowje01,Toronto Maple Leafs,TOR
serowje01,Boston Bruins,BOS
servige01,Minnesota North Stars,MNS
servito01,Michigan Stags/Baltimore Blades,MIB
servito01,Quebec Nordiques,QUN
servito01,Calgary Cowboys,CAC
servito01,Los Angeles Sharks,LAS
sestiti01,New Jersey Devils,NJD
sestiti01,Edmonton Oilers,EDM
sestito01,Philadelphia Flyers,PHI
sestito01,Columbus Blue Jackets,CBS
setogde01,San Jose Sharks,SJS
setogde01,Minnesota Wild,MIN
sevcija01,Quebec Nordiques,QUE
severbr01,Florida Panthers,FLO
severbr01,New York Islanders,NYI
severbr01,Mighty Ducks of Anaheim,ANA
severbr01,Colorado Avalanche,COL
severbr01,Dallas Stars,DAL
severbr01,Quebec Nordiques,QUE
severca01,Mighty Ducks of Anaheim,ANA
severca01,Columbus Blue Jackets,CBS
sevigpi01,New York Rangers,NYR
sevigpi01,Montreal Canadiens,MTL
sevigri01,Quebec Nordiques,QUE
sevigri01,Montreal Canadiens,MTL
sextoda01,Anaheim Ducks,AND
shacked01,Buffalo Sabres,BUF
shacked01,Toronto Maple Leafs,TOR
shacked01,New York Rangers,NYR
shacked01,Boston Bruins,BOS
shacked01,Los Angeles Kings,LAK
shacked01,Pittsburgh Penguins,PIT
shackjo01,New York Rangers,NYR
shafrko01,St. Louis Blues,STL
shakepa01,California Golden Seals,CLF
shaldye01,Boston Bruins,BOS
shanabr01,Detroit Red Wings,DET
shanabr01,Hartford Whalers,HAR
shanabr01,New Jersey Devils,NJD
shanabr01,St. Louis Blues,STL
shanabr01,New York Rangers,NYR
shanase01,Montreal Canadiens,MTL
shanase01,Colorado Rockies,COR
shanase01,Cincinnati Stingers,CIN
shanase01,Boston Bruins,BOS
shandda01,Washington Capitals,WAS
shandda01,Atlanta Flames,ATF
shandda01,Toronto Maple Leafs,TOR
shankda01,Hartford Whalers,HAR
shankda01,Detroit Red Wings,DET
shannch01,New York Americans,NYA
shannda01,Winnipeg Jets,WIN
shannda01,Buffalo Sabres,BUF
shannda01,Phoenix Coyotes,PHO
shannda02,Winnipeg Jets,WIN
shannda02,Calgary Flames,CAL
shannda02,Atlanta Thrashers,ATL
shannda02,Buffalo Sabres,BUF
shannda02,Montreal Canadiens,MTL
shannda02,Toronto Maple Leafs,TOR
shannge01,Ottawa Senators,OTS
shannge01,Boston Bruins,BOS
shannge01,Montreal Maroons,MTM
shannge01,St. Louis Eagles,STE
shannry01,Tampa Bay Lightning,TBL
shannry01,Vancouver Canucks,VAN
shannry01,Ottawa Senators,OTT
shannry01,Anaheim Ducks,AND
shantje01,Calgary Flames,CAL
shantje01,Colorado Avalanche,COL
shantje01,Chicago Blackhawks,CHI
shantje01,Chicago Black Hawks,CHI
shariva01,New Jersey Devils,NJD
shariva01,Vancouver Canucks,VAN
sharpgl01,Chicago Blackhawks,CHI
sharpgl01,Minnesota North Stars,MNS
sharpgl01,Chicago Black Hawks,CHI
sharpje01,Detroit Red Wings,DET
sharpma01,Anaheim Ducks,AND
sharppa01,Chicago Black Hawks,CHI
sharppa01,Chicago Blackhawks,CHI
sharppa01,Philadelphia Flyers,PHI
sharpsc01,Calgary Flames,CAL
shattke01,St. Louis Blues,STL
shattke01,Colorado Avalanche,COL
shaunsc01,Quebec Nordiques,QUE
shawan01,Chicago Blackhawks,CHI
shawan01,Chicago Black Hawks,CHI
shawbr01,Ottawa Senators,OTT
shawbr01,Washington Capitals,WAS
shawbr01,St. Louis Blues,STL
shawbr01,Hartford Whalers,HAR
shawda01,Boston Bruins,BOS
shawda01,Tampa Bay Lightning,TBL
shawda01,Edmonton Oilers,EDM
shawda01,Quebec Nordiques,QUE
shawda01,Minnesota North Stars,MNS
shawda01,New York Rangers,NYR
shawji01,Toronto Toros,TOT
shayno01,Boston Bruins,BOS
shayno01,Toronto St. Patricks,TRS
sheahri01,Detroit Red Wings,DET
sheapa01,Chicago Blackhawks,CHI
sheapa01,Chicago Black Hawks,CHI
shearro01,Colorado Avalanche,COL
shedddo01,Pittsburgh Penguins,PIT
shedddo01,Toronto Maple Leafs,TOR
shedddo01,Quebec Nordiques,QUE
shedddo01,Detroit Red Wings,DET
sheehbo01,Los Angeles Kings,LAK
sheehbo01,California Golden Seals,CLF
sheehbo01,Chicago Blackhawks,CHI
sheehbo01,Colorado Rockies,COR
sheehbo01,Detroit Red Wings,DET
sheehbo01,New York Rangers,NYR
sheehbo01,Montreal Canadiens,MTL
sheehbo01,Edmonton Oilers,EDO
sheehbo01,New York Raiders,NRA
sheehbo01,New York Golden Blades/Jersey Knights,NYJ
sheehbo01,Indianapolis Racers,IND
sheehbo01,Chicago Black Hawks,CHI
sheehne01,Hartford Whalers,HAR
sheehne01,Washington Capitals,WAS
sheehne01,Calgary Flames,CAL
sheehti01,Hartford Whalers,HAR
sheehti01,Edmonton Oilers,EDO
sheehti01,New England Whalers,NEW
sheehti01,Birmingham Bulls,BIR
sheehti01,Detroit Red Wings,DET
shelljo01,Philadelphia Flyers,PHI
shelljo01,Columbus Blue Jackets,CBS
shelljo01,San Jose Sharks,SJS
shelljo01,New York Rangers,NYR
sheltdo01,Chicago Black Hawks,CHI
sheltdo01,Chicago Blackhawks,CHI
sheppfr01,Detroit Cougars,DTC
sheppgr01,Boston Bruins,BOS
sheppgr01,Pittsburgh Penguins,PIT
sheppja01,Minnesota Wild,MIN
sheppjo01,Detroit Cougars,DTC
sheppjo01,New York Americans,NYA
sheppjo01,Chicago Blackhawks,CHI
sheppjo01,Chicago Black Hawks,CHI
sheppjo01,Boston Bruins,BOS
sheppjo01,Edmonton Eskimos,EDE
sheppra01,Buffalo Sabres,BUF
sheppra01,Detroit Red Wings,DET
sheppra01,New York Rangers,NYR
sheppra01,San Jose Sharks,SJS
sheppra01,Carolina Hurricanes,CAR
sheppra01,Florida Panthers,FLO
sherfjo01,Detroit Red Wings,DET
sherijo01,Indianapolis Racers,IND
sherofr01,New York Rangers,NYR
sherrgo01,Detroit Red Wings,DET
sherrji01,Denver Spurs/Ottawa Civics,DOT
sherrji01,Houston Aeros,HOU
shervgo01,Minnesota North Stars,MNS
shervgo01,Hartford Whalers,HAR
shervgo01,Edmonton Oilers,EDM
shevaje01,Los Angeles Kings,LAK
shevaje01,Tampa Bay Lightning,TBL
shewcja01,Boston Bruins,BOS
shibial01,New York Rangers,NYR
shielal01,Philadelphia Quakers,PHQ
shielal01,New York Americans,NYA
shielal01,Boston Bruins,BOS
shielal01,Ottawa Senators,OTS
shielal01,Montreal Maroons,MTM
shielst01,Mighty Ducks of Anaheim,ANA
shielst01,Buffalo Sabres,BUF
shielst01,Boston Bruins,BOS
shielst01,Atlanta Thrashers,ATL
shielst01,San Jose Sharks,SJS
shielst01,Florida Panthers,FLO
shillbi01,Boston Bruins,BOS
shillja01,Chicago Blackhawks,CHI
shillja01,New York Americans,NYA
shillja01,Chicago Black Hawks,CHI
shillja01,Toronto Maple Leafs,TOR
shillja01,Boston Bruins,BOS
shinsri01,Cleveland Barons,CLE
shinsri01,St. Louis Blues,STL
shireji01,St. Louis Blues,STL
shireji01,Pittsburgh Penguins,PIT
shireji01,Detroit Red Wings,DET
shirose01,Vancouver Canucks,VAN
shirtgl01,Cleveland Crusaders,CLC
shishti01,St. Louis Blues,STL
shishti01,Nashville Predators,NAS
shmyrjo01,Vancouver Blazers,VAB
shmyrjo01,Chicago Cougars,CHC
shmyrjo01,Winnipeg Jets,WIJ
shmyrpa01,Minnesota North Stars,MNS
shmyrpa01,Chicago Blackhawks,CHI
shmyrpa01,Edmonton Oilers,EDO
shmyrpa01,California Golden Seals,CLF
shmyrpa01,San Diego Mariners,SDM
shmyrpa01,Cleveland Crusaders,CLC
shmyrpa01,Hartford Whalers,HAR
shmyrpa01,Chicago Black Hawks,CHI
shoebbr01,Boston Bruins,BOS
shoreed01,Boston Bruins,BOS
shoreed01,Edmonton Eskimos,EDE
shoreed01,New York Americans,NYA
shoreed01,Regina Capitals,REG
shoreha01,Ottawa Senators,OT1
shoreha01,Ottawa Senators,OTS
shortst01,Los Angeles Kings,LAK
shortst01,Detroit Red Wings,DET
shostmi01,Soviet All Stars,SOV
shtalmi01,Phoenix Coyotes,PHO
shtalmi01,Edmonton Oilers,EDM
shtalmi01,Mighty Ducks of Anaheim,ANA
shtalmi01,Florida Panthers,FLO
shuchga01,Detroit Red Wings,DET
shuchga01,Los Angeles Kings,LAK
shudrro01,Edmonton Oilers,EDM
shulmri01,Florida Panthers,FLO
shulmri01,New Jersey Devils,NJD
shuttby01,Cincinnati Stingers,CIN
shuttst01,Los Angeles Kings,LAK
shuttst01,Montreal Canadiens,MTL
shvidde01,Florida Panthers,FLO
sibbeal01,Edmonton Eskimos,EDE
sicinbo01,Indianapolis Racers,IND
sicinbo01,Chicago Cougars,CHC
sidorpe01,Hartford Whalers,HAR
sidorpe01,New Jersey Devils,NJD
sidorpe01,Ottawa Senators,OTT
siebeba01,Montreal Maroons,MTM
siebeba01,Montreal Canadiens,MTL
siebeba01,New York Rangers,NYR
siebeba01,Boston Bruins,BOS
siferja01,Minnesota Wild,MIN
siferja01,Toronto Maple Leafs,TOR
sigaljo01,Boston Bruins,BOS
sigaljo02,Boston Bruins,BOS
siklemi01,New York Rangers,NYR
siklemi01,Philadelphia Flyers,PHI
silfvja01,Ottawa Senators,OTT
silkda01,New York Rangers,NYR
silkda01,Winnipeg Jets,WIN
silkda01,Boston Bruins,BOS
silkda01,Detroit Red Wings,DET
sillimi01,Columbus Blue Jackets,CBS
sillimi01,Mighty Ducks of Anaheim,ANA
sillimi01,Vancouver Canucks,VAN
sillimi01,Phoenix Coyotes,PHO
sillimi01,Philadelphia Flyers,PHI
sillimi01,Ottawa Senators,OTT
sillimi01,Florida Panthers,FLO
sillimi01,Tampa Bay Lightning,TBL
sillimi01,New York Islanders,NYI
sillimi01,Nashville Predators,NAS
sillimi01,St. Louis Blues,STL
sillimi01,Detroit Red Wings,DET
siltami01,New York Rangers,NYR
siltami01,Washington Capitals,WAS
siltari01,Edmonton Oilers,EDM
siltari01,Quebec Nordiques,QUE
siltari01,Edmonton Oilers,EDO
siltari01,Hartford Whalers,HAR
simarma01,Calgary Flames,CAL
simarma01,Tampa Bay Lightning,TBL
simicro01,Pittsburgh Penguins,PIT
simicro01,Minnesota Wild,MIN
simjo01,Philadelphia Flyers,PHI
simjo01,Dallas Stars,DAL
simjo01,Atlanta Thrashers,ATL
simjo01,New York Islanders,NYI
simjo01,Nashville Predators,NAS
simjo01,Florida Panthers,FLO
simjo01,Los Angeles Kings,LAK
simjo01,Pittsburgh Penguins,PIT
simmech01,Pittsburgh Penguins,PIT
simmech01,California Golden Seals,CLF
simmech01,Cleveland Barons,CLE
simmech01,Los Angeles Kings,LAK
simmech01,Boston Bruins,BOS
simmoal01,California Golden Seals,CLF
simmoal01,Boston Bruins,BOS
simmodo01,Boston Bruins,BOS
simmodo01,Toronto Maple Leafs,TOR
simmodo01,New York Rangers,NYR
simmoga01,California Golden Seals,CLF
simmoga01,Cleveland Barons,CLE
simmoga01,Los Angeles Kings,LAK
simmowa01,Los Angeles Kings,LAK
simmowa01,Philadelphia Flyers,PHI
simonbe01,Columbus Blue Jackets,CBS
simonbe01,Atlanta Thrashers,ATL
simonch01,Chicago Blackhawks,CHI
simonch01,Calgary Flames,CAL
simonch01,New York Rangers,NYR
simonch01,New York Islanders,NYI
simonch01,Quebec Nordiques,QUE
simonch01,Chicago Black Hawks,CHI
simonch01,Minnesota Wild,MIN
simonch01,Washington Capitals,WAS
simonch01,Colorado Avalanche,COL
simoncu01,Chicago Black Hawks,CHI
simoncu01,Chicago Blackhawks,CHI
simoncu01,Detroit Red Wings,DET
simonfr01,Boston Bruins,BOS
simonja01,New York Islanders,NYI
simonja01,Phoenix Coyotes,PHO
simonth01,Detroit Red Wings,DET
simonto01,Buffalo Sabres,BUF
simpsbo01,Pittsburgh Penguins,PIT
simpsbo01,Atlanta Flames,ATF
simpsbo01,St. Louis Blues,STL
simpscl01,Detroit Red Wings,DET
simpscr01,Pittsburgh Penguins,PIT
simpscr01,Buffalo Sabres,BUF
simpscr01,Edmonton Oilers,EDM
simpsjo01,Edmonton Eskimos,EDE
simpsjo01,New York Americans,NYA
simpsre01,St. Louis Blues,STL
simpsre01,New Jersey Devils,NJD
simpsre01,Philadelphia Flyers,PHI
simpsre01,Minnesota North Stars,MNS
simpsre01,Chicago Blackhawks,CHI
simpsre01,Tampa Bay Lightning,TBL
simpsre01,Chicago Black Hawks,CHI
simpsre01,Montreal Canadiens,MTL
simpsre01,Nashville Predators,NAS
simpsre01,Pittsburgh Penguins,PIT
simpsto01,Ottawa Senators,OTT
simpsto01,Phoenix Coyotes,PHO
simpsto01,Chicago Black Hawks,CHI
simpsto01,Chicago Blackhawks,CHI
simpsto01,Florida Panthers,FLO
simpsto01,Mighty Ducks of Anaheim,ANA
simpsto01,Calgary Flames,CAL
simpsto01,Montreal Canadiens,MTL
simpsto02,Toronto Toros,TOT
simpsto02,Edmonton Oilers,EDO
simpsto02,Birmingham Bulls,BIR
simpsto02,Ottawa Nationals,OTN
simsal01,Hartford Whalers,HAR
simsal01,Boston Bruins,BOS
simsal01,Los Angeles Kings,LAK
simssh01,New York Islanders,NYI
simtr01,Edmonton Oilers,EDM
sinclre01,New York Rangers,NYR
sinclre01,Detroit Red Wings,DET
singbal01,Montreal Canadiens,MTL
sinisil01,Philadelphia Flyers,PHI
sinisil01,Minnesota North Stars,MNS
sinisil01,Los Angeles Kings,LAK
sirenvi01,Minnesota North Stars,MNS
sirenvi01,Pittsburgh Penguins,PIT
siroibo01,Philadelphia Flyers,PHI
siroibo01,Washington Capitals,WAS
sittlda01,Toronto Maple Leafs,TOR
sittlda01,Philadelphia Flyers,PHI
sittlda01,Detroit Red Wings,DET
sittlga01,Michigan Stags/Baltimore Blades,MIB
sivekmi01,Pittsburgh Penguins,PIT
sjobela01,Winnipeg Jets,WIN
sjobela01,Winnipeg Jets,WIJ
sjodito01,Minnesota North Stars,MNS
sjodito01,Quebec Nordiques,QUE
sjodito01,Dallas Stars,DAL
sjostfr01,Toronto Maple Leafs,TOR
sjostfr01,New York Rangers,NYR
sjostfr01,Phoenix Coyotes,PHO
sjostfr01,Calgary Flames,CAL
skaarbj01,Detroit Red Wings,DET
skaldja01,Philadelphia Flyers,PHI
skaldja01,Mighty Ducks of Anaheim,ANA
skaldja01,New Jersey Devils,NJD
skaldja01,Calgary Flames,CAL
skaldja01,Chicago Blackhawks,CHI
skaldja01,Dallas Stars,DAL
skaldja01,Chicago Black Hawks,CHI
skaldja01,Atlanta Thrashers,ATL
skaldja01,San Jose Sharks,SJS
skardra01,St. Louis Blues,STL
skidmpa01,St. Louis Blues,STL
skillja01,Chicago Black Hawks,CHI
skillja01,Florida Panthers,FLO
skillja01,Chicago Blackhawks,CHI
skiltra01,Montreal Wanderers,MTW
skinnal01,Toronto Ontarios/Shamrocks,TOO
skinnal01,Toronto Ontarios,TOO
skinnal01,Vancouver Maroons,VAM
skinnal01,Montreal Wanderers,MOW
skinnal01,Boston Bruins,BOS
skinnal01,Montreal Maroons,MTM
skinnal01,Pittsburgh Pirates,PIP
skinnal01,Toronto Blueshirts,TBS
skinnal01,Toronto Arenas,TOA
skinnal01,Vancouver Millionaires,VML
skinnbr01,New York Islanders,NYI
skinnje01,Carolina Hurricanes,CAR
skinnla01,Colorado Rockies,COR
skolnwa01,Philadelphia Flyers,PHI
skopian01,Atlanta Thrashers,ATL
skopian01,Tampa Bay Lightning,TBL
skorowa01,Chicago Black Hawks,CHI
skorowa01,Edmonton Oilers,EDM
skorowa01,Chicago Blackhawks,CHI
skoulma01,New Jersey Devils,NJD
skoulma01,Pittsburgh Penguins,PIT
skoulma01,Minnesota Wild,MIN
skoulma01,Mighty Ducks of Anaheim,ANA
skoulma01,Colorado Avalanche,COL
skoulma01,Dallas Stars,DAL
skovgl01,Detroit Red Wings,DET
skovgl01,Chicago Black Hawks,CHI
skovgl01,Montreal Canadiens,MTL
skovgl01,Chicago Blackhawks,CHI
skraska01,Nashville Predators,NAS
skraska01,Colorado Avalanche,COL
skraska01,Florida Panthers,FLO
skraska01,Dallas Stars,DAL
skrbepa01,Nashville Predators,NAS
skrbepa01,Pittsburgh Penguins,PIT
skrikpe01,San Jose Sharks,SJS
skrikpe01,Boston Bruins,BOS
skrikpe01,Vancouver Canucks,VAN
skrikpe01,Winnipeg Jets,WIN
skrlaro01,New Jersey Devils,NJD
skrudbr01,Florida Panthers,FLO
skrudbr01,Dallas Stars,DAL
skrudbr01,Montreal Canadiens,MTL
skrudbr01,New York Rangers,NYR
skrudbr01,Calgary Flames,CAL
skudrpe01,Vancouver Canucks,VAN
skudrpe01,Pittsburgh Penguins,PIT
skudrpe01,Buffalo Sabres,BUF
skudrpe01,Boston Bruins,BOS
skvoral01,Soviet All Stars,SOV
slanejo01,Nashville Predators,NAS
slanejo01,Phoenix Coyotes,PHO
slanejo01,Los Angeles Kings,LAK
slanejo01,Philadelphia Flyers,PHI
slanejo01,Colorado Avalanche,COL
slanejo01,Pittsburgh Penguins,PIT
slanejo01,Washington Capitals,WAS
slateji01,Winnipeg Jets,WPG
slateji01,Atlanta Thrashers,ATL
slatepe01,Los Angeles Sharks,LAS
slaviru01,Czechoslovakia,CZE
sleavjo01,Chicago Black Hawks,CHI
sleavjo01,Chicago Blackhawks,CHI
sleepmi01,Phoenix Roadrunners,PHR
slegrji01,Pittsburgh Penguins,PIT
slegrji01,Edmonton Oilers,EDM
slegrji01,Vancouver Canucks,VAN
slegrji01,Atlanta Thrashers,ATL
slegrji01,Boston Bruins,BOS
slegrji01,Detroit Red Wings,DET
sleiglo01,Birmingham Bulls,BIR
sleiglo01,Quebec Nordiques,QUE
